cbsa,cbsa_name,num_quant,min,jobs 2010,cluster_jobs 2010,tr_ct 2010,high_ct 2010,cluster_ct 2010,cluster_share 2010,job_share 2010,jobs2015,cluster_jobs2015,tr_ct2015,high_ct2015,cluster_ct2015,cluster_share2015,job_share2015
16860,"Chattanooga, TN-GA",80th percentile,0.5,218561,107741,119,1,22,0.18487394957983194,49.295619987097425,236345,126234,119,1,22,0.18487394957983194,53.410903552010836
16860,"Chattanooga, TN-GA",80th percentile,0.75,218561,102580,119,5,18,0.15126050420168066,46.93426549109859,236345,123517,119,3,20,0.16806722689075632,52.26131291121031
16860,"Chattanooga, TN-GA",90th percentile,0.25,218561,72774,119,0,11,0.09243697478991597,33.29688279244696,236345,70003,119,0,11,0.09243697478991597,29.61898918953225
16860,"Chattanooga, TN-GA",90th percentile,0.5,218561,72774,119,0,11,0.09243697478991597,33.29688279244696,236345,70003,119,0,11,0.09243697478991597,29.61898918953225
16860,"Chattanooga, TN-GA",90th percentile,0.75,218561,71393,119,1,10,0.08403361344537816,32.665022579508694,236345,70003,119,0,11,0.09243697478991597,29.61898918953225
16860,"Chattanooga, TN-GA",95th percentile,0.25,218561,48757,119,0,5,0.04201680672268908,22.308188560630672,236345,45735,119,0,5,0.04201680672268908,19.350948824811187
16860,"Chattanooga, TN-GA",95th percentile,0.5,218561,48757,119,0,5,0.04201680672268908,22.308188560630672,236345,45735,119,0,5,0.04201680672268908,19.350948824811187
16860,"Chattanooga, TN-GA",95th percentile,0.75,218561,48757,119,0,5,0.04201680672268908,22.308188560630672,236345,45735,119,0,5,0.04201680672268908,19.350948824811187
16980,"Chicago-Naperville-Elgin, IL-IN-WI",80th percentile,0.25,4161510,1091456,2208,395,46,0.020833333333333332,26.22740303399487,4480793,1193246,2204,392,48,0.021778584392014518,26.630241566615553
16980,"Chicago-Naperville-Elgin, IL-IN-WI",80th percentile,0.5,4161510,588555,2208,431,10,0.004528985507246377,14.142823157940269,4480793,614943,2204,431,9,0.004083484573502722,13.723976983538405
16980,"Chicago-Naperville-Elgin, IL-IN-WI",80th percentile,0.75,4161510,490292,2208,435,6,0.002717391304347826,11.781588894415728,4480793,497465,2204,435,5,0.002268602540834846,11.102164282081318
16980,"Chicago-Naperville-Elgin, IL-IN-WI",90th percentile,0.25,4161510,940785,2208,184,36,0.016304347826086956,22.606818198202095,4480793,990158,2204,185,35,0.01588021778584392,22.097829558294706
16980,"Chicago-Naperville-Elgin, IL-IN-WI",90th percentile,0.5,4161510,549075,2208,211,9,0.004076086956521739,13.194129054117376,4480793,577198,2204,212,8,0.003629764065335753,12.881603769689873
16980,"Chicago-Naperville-Elgin, IL-IN-WI",90th percentile,0.75,4161510,450812,2208,215,5,0.0022644927536231885,10.832894790592839,4480793,459720,2204,216,4,0.0018148820326678765,10.259791068232788
16980,"Chicago-Naperville-Elgin, IL-IN-WI",95th percentile,0.25,4161510,774002,2208,84,26,0.01177536231884058,18.599066204334484,4480793,857525,2204,82,28,0.012704174228675136,19.13779547504203
16980,"Chicago-Naperville-Elgin, IL-IN-WI",95th percentile,0.5,4161510,516929,2208,102,8,0.0036231884057971015,12.421669057625717,4480793,540345,2204,103,7,0.003176043557168784,12.05913774637659
16980,"Chicago-Naperville-Elgin, IL-IN-WI",95th percentile,0.75,4161510,418666,2208,106,4,0.0018115942028985507,10.060434794101178,4480793,422867,2204,107,3,0.0013611615245009074,9.437325044919504
17140,"Cincinnati, OH-KY-IN",80th percentile,0.25,941995,431109,497,40,59,0.11871227364185111,45.76552954102729,1015975,470530,498,45,54,0.10843373493975904,46.31314746917985
17140,"Cincinnati, OH-KY-IN",80th percentile,0.5,941995,335398,497,68,31,0.06237424547283702,35.6050722137591,1015975,378162,498,69,30,0.060240963855421686,37.22158517680061
17140,"Cincinnati, OH-KY-IN",80th percentile,0.75,941995,286738,497,77,22,0.04426559356136821,30.439439699786092,1015975,322279,498,78,21,0.04216867469879518,31.721154555968408
17140,"Cincinnati, OH-KY-IN",90th percentile,0.25,941995,265694,497,15,34,0.06841046277665996,28.20545756612296,1015975,297702,498,17,32,0.0642570281124498,29.30209896897069
17140,"Cincinnati, OH-KY-IN",90th percentile,0.5,941995,205604,497,32,17,0.03420523138832998,21.826442815513882,1015975,246790,498,30,19,0.03815261044176707,24.290952041142745
17140,"Cincinnati, OH-KY-IN",90th percentile,0.75,941995,191014,497,35,14,0.028169014084507043,20.27760232272995,1015975,209579,498,36,13,0.02610441767068273,20.62836191835429
17140,"Cincinnati, OH-KY-IN",95th percentile,0.25,941995,166690,497,5,19,0.03822937625754527,17.695423011799424,1015975,169945,498,6,18,0.03614457831325301,16.727281675238075
17140,"Cincinnati, OH-KY-IN",95th percentile,0.5,941995,131579,497,14,10,0.02012072434607646,13.968120849898355,1015975,133633,498,15,9,0.018072289156626505,13.153177981741676
17140,"Cincinnati, OH-KY-IN",95th percentile,0.75,941995,121952,497,16,8,0.01609657947686117,12.94614090308335,1015975,116702,498,18,6,0.012048192771084338,11.486699968011024
17460,"Cleveland-Elyria, OH",80th percentile,0.25,957557,425389,633,72,54,0.08530805687203792,44.424405022364205,1016398,484021,634,66,60,0.0946372239747634,47.621207440392446
17460,"Cleveland-Elyria, OH",80th percentile,0.5,957557,334004,633,99,27,0.04265402843601896,34.88084782420263,1016398,365237,634,99,27,0.04258675078864353,35.93444693909276
17460,"Cleveland-Elyria, OH",80th percentile,0.75,957557,249935,633,113,13,0.020537124802527645,26.101318250506232,1016398,307384,634,109,17,0.026813880126182965,30.24248375144382
17460,"Cleveland-Elyria, OH",90th percentile,0.25,957557,324757,633,30,33,0.052132701421800945,33.91516118622703,1016398,358078,634,27,36,0.056782334384858045,35.230096871501125
17460,"Cleveland-Elyria, OH",90th percentile,0.5,957557,278666,633,43,20,0.0315955766192733,29.10176626561134,1016398,297900,634,43,20,0.031545741324921134,29.309384709533077
17460,"Cleveland-Elyria, OH",90th percentile,0.75,957557,222566,633,52,11,0.017377567140600316,23.24310719884038,1016398,257477,634,50,13,0.02050473186119874,25.332300929360347
17460,"Cleveland-Elyria, OH",95th percentile,0.25,957557,240443,633,12,19,0.030015797788309637,25.11004566829964,1016398,273067,634,8,23,0.03627760252365931,26.866148890493687
17460,"Cleveland-Elyria, OH",95th percentile,0.5,957557,217382,633,18,13,0.020537124802527645,22.701729505397587,1016398,239285,634,17,14,0.022082018927444796,23.54245089030085
17460,"Cleveland-Elyria, OH",95th percentile,0.75,957557,184657,633,23,8,0.01263823064770932,19.28417838311453,1016398,223016,634,20,11,0.017350157728706624,21.941798390000766
17820,"Colorado Springs, CO",80th percentile,0.25,212776,111250,136,0,27,0.19852941176470587,52.28503214648269,247029,123006,136,0,27,0.19852941176470587,49.79415372284225
17820,"Colorado Springs, CO",80th percentile,0.5,212776,109302,136,2,25,0.18382352941176472,51.36951535887506,247029,120803,136,2,25,0.18382352941176472,48.902355593877644
17820,"Colorado Springs, CO",80th percentile,0.75,212776,105173,136,5,22,0.16176470588235295,49.428976952287854,247029,116423,136,5,22,0.16176470588235295,47.12928441599974
17820,"Colorado Springs, CO",90th percentile,0.25,212776,69652,136,0,13,0.09558823529411764,32.73489491296011,247029,77345,136,0,13,0.09558823529411764,31.310089098850742
17820,"Colorado Springs, CO",90th percentile,0.5,212776,69652,136,0,13,0.09558823529411764,32.73489491296011,247029,77345,136,0,13,0.09558823529411764,31.310089098850742
17820,"Colorado Springs, CO",90th percentile,0.75,212776,68151,136,1,12,0.08823529411764706,32.02945820957251,247029,75888,136,1,12,0.08823529411764706,30.72027980520506
17820,"Colorado Springs, CO",95th percentile,0.25,212776,42621,136,0,6,0.04411764705882353,20.030924540361696,247029,44603,136,0,6,0.04411764705882353,18.055774828056627
17820,"Colorado Springs, CO",95th percentile,0.5,212776,42621,136,0,6,0.04411764705882353,20.030924540361696,247029,44603,136,0,6,0.04411764705882353,18.055774828056627
17820,"Colorado Springs, CO",95th percentile,0.75,212776,42621,136,0,6,0.04411764705882353,20.030924540361696,247029,44603,136,0,6,0.04411764705882353,18.055774828056627
17900,"Columbia, SC",80th percentile,0.25,344676,184941,191,3,35,0.18324607329842932,53.656477387459525,378058,191849,191,2,36,0.18848167539267016,50.74591729311375
17900,"Columbia, SC",80th percentile,0.5,344676,177157,191,9,29,0.1518324607329843,51.39812461558101,378058,187825,191,5,33,0.17277486910994763,49.681530347195405
17900,"Columbia, SC",80th percentile,0.75,344676,160360,191,17,21,0.1099476439790576,46.52485232508211,378058,168232,191,13,25,0.13089005235602094,44.49899221812526
17900,"Columbia, SC",90th percentile,0.25,344676,139862,191,0,19,0.09947643979057591,40.57781800879667,378058,131524,191,0,19,0.09947643979057591,34.78937094308281
17900,"Columbia, SC",90th percentile,0.5,344676,137216,191,2,17,0.08900523560209424,39.810140537780406,378058,129914,191,1,18,0.09424083769633508,34.3635103608441
17900,"Columbia, SC",90th percentile,0.75,344676,130607,191,5,14,0.07329842931937172,37.89268762548016,378058,122613,191,4,15,0.078534031413612565,32.43232519877902
17900,"Columbia, SC",95th percentile,0.25,344676,106465,191,0,9,0.04712041884816754,30.888428553191982,378058,84318,191,0,9,0.04712041884816754,22.302927064101276
17900,"Columbia, SC",95th percentile,0.5,344676,106465,191,0,9,0.04712041884816754,30.888428553191982,378058,84318,191,0,9,0.04712041884816754,22.302927064101276
17900,"Columbia, SC",95th percentile,0.75,344676,106465,191,0,9,0.04712041884816754,30.888428553191982,378058,84318,191,0,9,0.04712041884816754,22.302927064101276
18140,"Columbus, OH",80th percentile,0.25,877731,413043,433,32,54,0.12471131639722864,47.05803942210085,999665,482335,433,32,54,0.12471131639722864,48.2496636373185
18140,"Columbus, OH",80th percentile,0.5,877731,340654,433,55,31,0.07159353348729793,38.81075181348272,999665,384784,433,58,28,0.06466512702078522,38.49129458368554
18140,"Columbus, OH",80th percentile,0.75,877731,269207,433,69,17,0.03926096997690531,30.670786379881765,999665,324508,433,67,19,0.04387990762124711,32.46167466101144
18140,"Columbus, OH",90th percentile,0.25,877731,331536,433,9,34,0.07852193995381063,37.77193696018484,999665,368592,433,11,32,0.07390300230946882,36.87155196990992
18140,"Columbus, OH",90th percentile,0.5,877731,297209,433,19,24,0.05542725173210162,33.8610576588955,999665,320449,433,23,20,0.046189376443418015,32.055638638944046
18140,"Columbus, OH",90th percentile,0.75,877731,251851,433,28,15,0.03464203233256351,28.69341518073305,999665,286533,433,28,15,0.03464203233256351,28.662902072194186
18140,"Columbus, OH",95th percentile,0.25,877731,257745,433,1,20,0.046189376443418015,29.364919320384036,999665,284400,433,2,19,0.04387990762124711,28.449530592748573
18140,"Columbus, OH",95th percentile,0.5,877731,245516,433,4,17,0.03926096997690531,27.971667857236444,999665,264721,433,7,14,0.03233256351039261,26.480971125326985
18140,"Columbus, OH",95th percentile,0.75,877731,209511,433,11,10,0.023094688221709007,23.869613811065122,999665,237597,433,11,10,0.023094688221709007,23.767662166825886
19100,"Dallas-Fort Worth-Arlington, TX",80th percentile,0.25,2885405,1225657,1324,198,66,0.04984894259818731,42.47781507275408,3372034,1393036,1323,200,64,0.04837490551776266,41.31144585137635
19100,"Dallas-Fort Worth-Arlington, TX",80th percentile,0.5,2885405,884266,1324,233,31,0.023413897280966767,30.646165789551205,3372034,952412,1323,236,28,0.021164021164021163,28.244436443997895
19100,"Dallas-Fort Worth-Arlington, TX",80th percentile,0.75,2885405,632798,1324,248,16,0.012084592145015106,21.93099408921798,3372034,771084,1323,245,19,0.01436130007558579,22.86702921738037
19100,"Dallas-Fort Worth-Arlington, TX",90th percentile,0.25,2885405,1035964,1324,79,53,0.04003021148036254,35.903590657117455,3372034,1247577,1323,77,55,0.04157218442932729,36.99775862283713
19100,"Dallas-Fort Worth-Arlington, TX",90th percentile,0.5,2885405,785567,1324,105,27,0.02039274924471299,27.225536796394266,3372034,894298,1323,106,26,0.019652305366591082,26.52102558870996
19100,"Dallas-Fort Worth-Arlington, TX",90th percentile,0.75,2885405,563774,1324,118,14,0.010574018126888218,19.538816907851757,3372034,733095,1323,114,18,0.013605442176870748,21.74043915334187
19100,"Dallas-Fort Worth-Arlington, TX",95th percentile,0.25,2885405,801417,1324,29,37,0.027945619335347432,27.77485309687895,3372034,909253,1323,30,36,0.027210884353741496,26.964526454952708
19100,"Dallas-Fort Worth-Arlington, TX",95th percentile,0.5,2885405,630324,1324,46,20,0.015105740181268883,21.84525222629059,3372034,681085,1323,48,18,0.013605442176870748,20.198046638912896
19100,"Dallas-Fort Worth-Arlington, TX",95th percentile,0.75,2885405,500572,1324,54,12,0.00906344410876133,17.348413827521615,3372034,595585,1323,52,14,0.010582010582010581,17.662485016461872
19380,"Dayton, OH",80th percentile,0.25,320621,148107,209,5,36,0.1722488038277512,46.19379267109765,354598,172170,209,5,36,0.1722488038277512,48.55357334220723
19380,"Dayton, OH",80th percentile,0.5,320621,134962,209,16,25,0.11961722488038277,42.09393645456785,354598,158286,209,15,26,0.12440191387559808,44.63815362748803
19380,"Dayton, OH",80th percentile,0.75,320621,125049,209,21,20,0.09569377990430622,39.002124003106466,354598,148875,209,19,22,0.10526315789473684,41.98416234722136
19380,"Dayton, OH",90th percentile,0.25,320621,104314,209,0,20,0.09569377990430622,32.53498679125821,354598,120080,209,1,19,0.09090909090909091,33.86369917484024
19380,"Dayton, OH",90th percentile,0.5,320621,101046,209,3,17,0.08133971291866028,31.515714815935326,354598,115328,209,4,16,0.07655502392344497,32.523590093570746
19380,"Dayton, OH",90th percentile,0.75,320621,91133,209,8,12,0.05741626794258373,28.42390236447394,354598,110227,209,6,14,0.06698564593301436,31.08505970140836
19380,"Dayton, OH",95th percentile,0.25,320621,57808,209,0,10,0.04784688995215311,18.030010510852374,354598,80675,209,0,10,0.04784688995215311,22.75111534752029
19380,"Dayton, OH",95th percentile,0.5,320621,55500,209,2,8,0.03827751196172249,17.31015747564882,354598,77462,209,2,8,0.03827751196172249,21.845018866434668
19380,"Dayton, OH",95th percentile,0.75,320621,50963,209,4,6,0.028708133971291867,15.89509108885569,354598,77462,209,2,8,0.03827751196172249,21.845018866434668
19660,"Deltona-Daytona Beach-Ormond Beach, FL",80th percentile,0.25,170036,83544,133,0,26,0.19548872180451127,49.13312475005293,184115,83767,133,0,26,0.19548872180451127,45.497107785894684
19660,"Deltona-Daytona Beach-Ormond Beach, FL",80th percentile,0.5,170036,81103,133,3,23,0.17293233082706766,47.69754640193841,184115,79284,133,6,20,0.15037593984962405,43.062216549439206
19660,"Deltona-Daytona Beach-Ormond Beach, FL",80th percentile,0.75,170036,75882,133,8,18,0.13533834586466165,44.627020160436615,184115,74471,133,10,16,0.12030075187969924,40.44808950927409
19660,"Deltona-Daytona Beach-Ormond Beach, FL",90th percentile,0.25,170036,54810,133,0,13,0.09774436090225563,32.23435037286222,184115,60953,133,0,13,0.09774436090225563,33.10593922276838
19660,"Deltona-Daytona Beach-Ormond Beach, FL",90th percentile,0.5,170036,53121,133,2,11,0.08270676691729323,31.241031311016492,184115,60084,133,1,12,0.09022556390977443,32.633951606333
19660,"Deltona-Daytona Beach-Ormond Beach, FL",90th percentile,0.75,170036,52106,133,3,10,0.07518796992481203,30.644098896704225,184115,60084,133,1,12,0.09022556390977443,32.633951606333
19660,"Deltona-Daytona Beach-Ormond Beach, FL",95th percentile,0.25,170036,44004,133,0,6,0.045112781954887216,25.87922557576043,184115,34661,133,0,6,0.045112781954887216,18.825733916302312
19660,"Deltona-Daytona Beach-Ormond Beach, FL",95th percentile,0.5,170036,44004,133,0,6,0.045112781954887216,25.87922557576043,184115,34661,133,0,6,0.045112781954887216,18.825733916302312
19660,"Deltona-Daytona Beach-Ormond Beach, FL",95th percentile,0.75,170036,44004,133,0,6,0.045112781954887216,25.87922557576043,184115,34661,133,0,6,0.045112781954887216,18.825733916302312
19740,"Denver-Aurora-Lakewood, CO",80th percentile,0.25,1212658,622708,619,47,76,0.12277867528271405,51.35066935607566,1404705,728476,619,46,77,0.12439418416801293,51.85971431724099
19740,"Denver-Aurora-Lakewood, CO",80th percentile,0.5,1212658,432808,619,91,32,0.051696284329563816,35.69085430517095,1404705,493534,619,91,32,0.051696284329563816,35.1343520525662
19740,"Denver-Aurora-Lakewood, CO",80th percentile,0.75,1212658,340511,619,104,19,0.030694668820678513,28.079722394937402,1404705,369081,619,106,17,0.027463651050080775,26.27462705692654
19740,"Denver-Aurora-Lakewood, CO",90th percentile,0.25,1212658,447200,619,11,50,0.08077544426494346,36.877668724405396,1404705,515456,619,12,49,0.0791599353796446,36.694964423135104
19740,"Denver-Aurora-Lakewood, CO",90th percentile,0.5,1212658,338139,619,36,25,0.04038772213247173,27.884119017892928,1404705,372376,619,38,23,0.03715670436187399,26.509195880985686
19740,"Denver-Aurora-Lakewood, CO",90th percentile,0.75,1212658,268916,619,46,15,0.024232633279483037,22.1757494693475,1404705,288946,619,48,13,0.0210016155088853,20.56987054221349
19740,"Denver-Aurora-Lakewood, CO",95th percentile,0.25,1212658,302489,619,4,26,0.0420032310177706,24.94429591855247,1404705,349978,619,4,26,0.0420032310177706,24.9146973919791
19740,"Denver-Aurora-Lakewood, CO",95th percentile,0.5,1212658,256204,619,14,16,0.025848142164781908,21.12747369827272,1404705,289649,619,15,15,0.024232633279483037,20.61991663730107
19740,"Denver-Aurora-Lakewood, CO",95th percentile,0.75,1212658,222271,619,19,11,0.017770597738287562,18.329240395890682,1404705,250256,619,20,10,0.01615508885298869,17.81555557928533
19780,"Des Moines-West Des Moines, IA",80th percentile,0.25,309227,166223,131,0,26,0.1984732824427481,53.754361682518024,348252,183141,131,0,26,0.1984732824427481,52.58864270700527
19780,"Des Moines-West Des Moines, IA",80th percentile,0.5,309227,163727,131,2,24,0.183206106870229,52.94718766472527,348252,178928,131,3,23,0.17557251908396945,51.37888655341535
19780,"Des Moines-West Des Moines, IA",80th percentile,0.75,309227,149076,131,10,16,0.12213740458015267,48.20924434153551,348252,159658,131,12,14,0.10687022900763359,45.84553713977235
19780,"Des Moines-West Des Moines, IA",90th percentile,0.25,309227,124284,131,0,13,0.09923664122137404,40.19183318403633,348252,141917,131,0,13,0.09923664122137404,40.75123760954711
19780,"Des Moines-West Des Moines, IA",90th percentile,0.5,309227,124284,131,0,13,0.09923664122137404,40.19183318403633,348252,141917,131,0,13,0.09923664122137404,40.75123760954711
19780,"Des Moines-West Des Moines, IA",90th percentile,0.75,309227,118182,131,3,10,0.07633587786259542,38.218525549192016,348252,130330,131,5,8,0.061068702290076333,37.42404925169131
19780,"Des Moines-West Des Moines, IA",95th percentile,0.25,309227,90132,131,0,6,0.04580152671755725,29.147519459814315,348252,90854,131,0,6,0.04580152671755725,26.088579534360175
19780,"Des Moines-West Des Moines, IA",95th percentile,0.5,309227,90132,131,0,6,0.04580152671755725,29.147519459814315,348252,90854,131,0,6,0.04580152671755725,26.088579534360175
19780,"Des Moines-West Des Moines, IA",95th percentile,0.75,309227,87929,131,1,5,0.03816793893129771,28.435097840744827,348252,85843,131,2,4,0.030534351145038167,24.649678968103558
19820,"Detroit-Warren-Dearborn, MI",80th percentile,0.25,1657054,677704,1295,184,75,0.05791505791505792,40.89812402009832,1881505,768018,1294,188,70,0.05409582689335394,40.81934408890755
19820,"Detroit-Warren-Dearborn, MI",80th percentile,0.5,1657054,374338,1295,234,25,0.019305019305019305,22.590573391090455,1881505,513857,1294,227,31,0.023956723338485315,27.310955857146276
19820,"Detroit-Warren-Dearborn, MI",80th percentile,0.75,1657054,251899,1295,246,13,0.010038610038610039,15.201616845317051,1881505,294415,1294,246,12,0.00927357032457496,15.64784574051092
19820,"Detroit-Warren-Dearborn, MI",90th percentile,0.25,1657054,555913,1295,73,56,0.043243243243243246,33.548273019467075,1881505,661230,1294,72,57,0.04404945904173107,35.14367487729238
19820,"Detroit-Warren-Dearborn, MI",90th percentile,0.5,1657054,350523,1295,106,23,0.01776061776061776,21.15338425905251,1881505,446858,1294,104,25,0.019319938176197836,23.75002989627984
19820,"Detroit-Warren-Dearborn, MI",90th percentile,0.75,1657054,237754,1295,117,12,0.009266409266409266,14.347993487236987,1881505,294415,1294,117,12,0.00927357032457496,15.64784574051092
19820,"Detroit-Warren-Dearborn, MI",95th percentile,0.25,1657054,432443,1295,24,40,0.03088803088803089,26.097097620234464,1881505,557217,1294,20,44,0.03400309119010819,29.6154939795536
19820,"Detroit-Warren-Dearborn, MI",95th percentile,0.5,1657054,307257,1295,44,20,0.015444015444015444,18.54236494405131,1881505,402596,1294,43,21,0.01622874806800618,21.39755142824494
19820,"Detroit-Warren-Dearborn, MI",95th percentile,0.75,1657054,214681,1295,53,11,0.008494208494208495,12.95558261830936,1881505,294415,1294,52,12,0.00927357032457496,15.64784574051092
21340,"El Paso, TX",80th percentile,0.25,319710,196526,161,0,32,0.19875776397515527,61.470082262049985,297907,178588,162,0,32,0.19753086419753085,59.947567529463896
21340,"El Paso, TX",80th percentile,0.5,319710,195522,161,1,31,0.19254658385093168,61.15604766819931,297907,174525,162,4,28,0.1728395061728395,58.58371908011561
21340,"El Paso, TX",80th percentile,0.75,319710,191131,161,3,29,0.18012422360248448,59.78261549529261,297907,170195,162,6,26,0.16049382716049382,57.13024534502378
21340,"El Paso, TX",90th percentile,0.25,319710,129527,161,0,16,0.09937888198757763,40.513903224797474,297907,125149,162,0,16,0.09876543209876543,42.009419046883764
21340,"El Paso, TX",90th percentile,0.5,319710,129527,161,0,16,0.09937888198757763,40.513903224797474,297907,125149,162,0,16,0.09876543209876543,42.009419046883764
21340,"El Paso, TX",90th percentile,0.75,319710,127475,161,1,15,0.09316770186335403,39.87207156485565,297907,125149,162,0,16,0.09876543209876543,42.009419046883764
21340,"El Paso, TX",95th percentile,0.25,319710,85224,161,0,8,0.049689440993788817,26.656657595946324,297907,83e3,162,0,8,0.04938271604938271,27.86104388282249
21340,"El Paso, TX",95th percentile,0.5,319710,85224,161,0,8,0.049689440993788817,26.656657595946324,297907,83e3,162,0,8,0.04938271604938271,27.86104388282249
21340,"El Paso, TX",95th percentile,0.75,319710,85224,161,0,8,0.049689440993788817,26.656657595946324,297907,83e3,162,0,8,0.04938271604938271,27.86104388282249
23420,"Fresno, CA",80th percentile,0.25,324568,149543,198,1,38,0.1919191919191919,46.07447437825047,349119,146167,199,1,38,0.19095477386934673,41.86738619210069
23420,"Fresno, CA",80th percentile,0.5,324568,140913,198,8,31,0.15656565656565657,43.41555544600823,349119,137382,199,7,32,0.16080402010050251,39.35105222001667
23420,"Fresno, CA",80th percentile,0.75,324568,123604,198,17,22,0.1111111111111111,38.082620591062586,349119,116645,199,17,22,0.11055276381909548,33.41124373064772
23420,"Fresno, CA",90th percentile,0.25,324568,102018,198,0,19,0.09595959595959595,31.43193414014937,349119,102674,199,0,19,0.09547738693467336,29.409456374474036
23420,"Fresno, CA",90th percentile,0.5,324568,100583,198,1,18,0.09090909090909091,30.98980799092948,349119,102674,199,0,19,0.09547738693467336,29.409456374474036
23420,"Fresno, CA",90th percentile,0.75,324568,96620,198,3,16,0.08080808080808081,29.768800374651843,349119,99146,199,2,17,0.08542713567839195,28.39891269166101
23420,"Fresno, CA",95th percentile,0.25,324568,69546,198,0,9,0.045454545454545456,21.427250992087945,349119,63579,199,0,9,0.04522613065326633,18.211268936952727
23420,"Fresno, CA",95th percentile,0.5,324568,69546,198,0,9,0.045454545454545456,21.427250992087945,349119,63579,199,0,9,0.04522613065326633,18.211268936952727
23420,"Fresno, CA",95th percentile,0.75,324568,69546,198,0,9,0.045454545454545456,21.427250992087945,349119,63579,199,0,9,0.04522613065326633,18.211268936952727
24340,"Grand Rapids-Wyoming, MI",80th percentile,0.25,453399,205886,205,4,37,0.18048780487804877,45.40945171912598,518941,220082,205,2,39,0.1902439024390244,42.409830790012734
24340,"Grand Rapids-Wyoming, MI",80th percentile,0.5,453399,186618,205,15,26,0.12682926829268293,41.159773179914374,518941,194745,205,15,26,0.12682926829268293,37.52738750647954
24340,"Grand Rapids-Wyoming, MI",80th percentile,0.75,453399,172108,205,20,21,0.1024390243902439,37.95950145456871,518941,184265,205,18,23,0.11219512195121951,35.50789010696784
24340,"Grand Rapids-Wyoming, MI",90th percentile,0.25,453399,138581,205,0,20,0.0975609756097561,30.56491081806532,518941,146519,205,0,20,0.0975609756097561,28.23423086632199
24340,"Grand Rapids-Wyoming, MI",90th percentile,0.5,453399,132913,205,3,17,0.08292682926829269,29.314797782968206,518941,138412,205,4,16,0.07804878048780488,26.67201088370354
24340,"Grand Rapids-Wyoming, MI",90th percentile,0.75,453399,124121,205,6,14,0.06829268292682927,27.375666907073022,518941,131391,205,6,14,0.06829268292682927,25.31906324611083
24340,"Grand Rapids-Wyoming, MI",95th percentile,0.25,453399,85594,205,0,10,0.04878048780487805,18.878294835233426,518941,82745,205,0,10,0.04878048780487805,15.944972549865977
24340,"Grand Rapids-Wyoming, MI",95th percentile,0.5,453399,83373,205,1,9,0.04390243902439024,18.38843932165708,518941,80270,205,1,9,0.04390243902439024,15.468039719351525
24340,"Grand Rapids-Wyoming, MI",95th percentile,0.75,453399,77572,205,3,7,0.03414634146341464,17.10899230038002,518941,73249,205,3,7,0.03414634146341464,14.115092081758812
24660,"Greensboro-High Point, NC",80th percentile,0.25,332451,172961,168,0,33,0.19642857142857142,52.026012856029915,349062,165227,168,0,33,0.19642857142857142,47.33457093582229
24660,"Greensboro-High Point, NC",80th percentile,0.5,332451,167788,168,4,29,0.17261904761904762,50.469994074314705,349062,159870,168,4,29,0.17261904761904762,45.79988655310518
24660,"Greensboro-High Point, NC",80th percentile,0.75,332451,153493,168,11,22,0.13095238095238096,46.170112287224285,349062,142123,168,12,21,0.125,40.71568947636809
24660,"Greensboro-High Point, NC",90th percentile,0.25,332451,112505,168,0,16,0.09523809523809523,33.841077331697,349062,113480,168,0,16,0.09523809523809523,32.50998389970836
24660,"Greensboro-High Point, NC",90th percentile,0.5,332451,111089,168,1,15,0.08928571428571429,33.41514990179004,349062,110169,168,2,14,0.08333333333333333,31.56144180689963
24660,"Greensboro-High Point, NC",90th percentile,0.75,332451,105045,168,4,12,0.07142857142857142,31.597137623288845,349062,108342,168,3,13,0.07738095238095238,31.038039087611942
24660,"Greensboro-High Point, NC",95th percentile,0.25,332451,76622,168,0,8,0.047619047619047616,23.047607015770748,349062,76614,168,0,8,0.047619047619047616,21.948536363167577
24660,"Greensboro-High Point, NC",95th percentile,0.5,332451,76622,168,0,8,0.047619047619047616,23.047607015770748,349062,76614,168,0,8,0.047619047619047616,21.948536363167577
24660,"Greensboro-High Point, NC",95th percentile,0.75,332451,76622,168,0,8,0.047619047619047616,23.047607015770748,349062,76614,168,0,8,0.047619047619047616,21.948536363167577
24860,"Greenville-Anderson-Mauldin, SC",80th percentile,0.25,343221,180062,195,3,36,0.18461538461538463,52.462407603264374,388266,204999,195,1,38,0.19487179487179487,52.79859683825007
24860,"Greenville-Anderson-Mauldin, SC",80th percentile,0.5,343221,171375,195,9,30,0.15384615384615385,49.93138531733198,388266,193021,195,9,30,0.15384615384615385,49.713598409337926
24860,"Greenville-Anderson-Mauldin, SC",80th percentile,0.75,343221,156404,195,16,23,0.11794871794871795,45.569472730398196,388266,170013,195,18,21,0.1076923076923077,43.78776405866082
24860,"Greenville-Anderson-Mauldin, SC",90th percentile,0.25,343221,116839,195,0,19,0.09743589743589744,34.04191468470752,388266,131856,195,0,19,0.09743589743589744,33.96022314598754
24860,"Greenville-Anderson-Mauldin, SC",90th percentile,0.5,343221,114111,195,2,17,0.08717948717948718,33.24709152412002,388266,127587,195,3,16,0.08205128205128205,32.86071919766346
24860,"Greenville-Anderson-Mauldin, SC",90th percentile,0.75,343221,107587,195,5,14,0.07179487179487179,31.3462754318646,388266,117414,195,7,12,0.06153846153846154,30.240608242802615
